subID,itemID,trialID,blockID,acc,baseline,"pre(0 = no pre, -1=pre wrong, 1=pre right)"
9,53,5,7,1,0.176470588,1
9,57,1,8,1,0.117647059,0
9,58,2,8,1,0.058823529,1
9,59,3,8,1,0,1
9,60,4,8,1,0.117647059,1
9,61,5,8,1,0.411764706,1
9,65,1,9,0,0,0
9,66,2,9,0,0.529411765,-1
9,67,3,9,1,0.176470588,-1
9,68,4,9,1,0,1
9,69,5,9,1,0.058823529,1
9,73,1,10,0,0,0
9,74,2,10,0,0.176470588,-1
9,75,3,10,0,0,-1
9,76,4,10,0,0,-1
9,77,5,10,0,0.176470588,-1
9,81,1,11,0,0,0
9,82,2,11,0,0.352941176,-1
9,83,3,11,0,0,-1
9,84,4,11,0,0.588235294,-1
9,85,5,11,1,0.411764706,-1
9,89,1,12,0,0.117647059,0
9,90,2,12,0,0,-1
9,91,3,12,0,0.294117647,-1
9,92,4,12,0,0.058823529,-1
9,93,5,12,0,0,-1
10,1,1,1,0,0,0
10,2,2,1,0,0,-1
10,3,3,1,0,0.058823529,-1
10,4,4,1,0,0.117647059,-1
10,5,5,1,1,0.294117647,-1
10,9,1,2,0,0.058823529,0
10,10,2,2,0,0,-1
10,11,3,2,1,0.058823529,-1
10,12,4,2,0,0,1
10,13,5,2,0,0,-1
10,17,1,3,0,0,0
10,18,2,3,1,0.058823529,-1
10,19,3,3,0,0.058823529,1
10,20,4,3,0,0.294117647,-1
10,21,5,3,0,0,-1
10,25,1,4,0,0.117647059,0
10,26,2,4,0,0.117647059,-1
10,27,3,4,0,0.058823529,-1
10,28,4,4,0,0.235294118,-1
10,29,5,4,0,0,-1
10,33,1,5,1,0.352941176,0
10,34,2,5,0,0,1
10,35,3,5,0,0.117647059,-1
10,36,4,5,0,0,-1
10,37,5,5,0,0.176470588,-1
10,41,1,6,0,0.294117647,0
10,42,2,6,0,0.058823529,-1
10,43,3,6,1,0.235294118,-1
10,44,4,6,0,0.411764706,1
10,45,5,6,0,0.235294118,-1
10,49,1,7,0,0.294117647,0
10,50,2,7,0,0,-1
10,51,3,7,0,0.117647059,-1
10,52,4,7,1,0.588235294,-1
10,53,5,7,1,0.176470588,1
10,57,1,8,0,0.117647059,0
10,58,2,8,0,0.058823529,-1
10,59,3,8,0,0,-1
10,60,4,8,0,0.117647059,-1
10,61,5,8,1,0.411764706,-1
10,65,1,9,0,0,0
10,66,2,9,0,0.529411765,-1
10,67,3,9,0,0.176470588,-1
10,68,4,9,0,0,-1
10,69,5,9,0,0.058823529,-1
10,73,1,10,0,0,0
10,74,2,10,0,0.176470588,-1
10,75,3,10,0,0,-1
10,76,4,10,0,0,-1
10,77,5,10,0,0.176470588,-1
10,81,1,11,0,0,0
10,82,2,11,0,0.352941176,-1
10,83,3,11,1,0,-1
10,84,4,11,1,0.588235294,1
10,85,5,11,1,0.411764706,1
10,89,1,12,1,0.117647059,0
10,90,2,12,0,0,1
10,91,3,12,1,0.294117647,-1
10,92,4,12,0,0.058823529,1
10,93,5,12,0,0,-1
11,1,1,1,0,0,0
11,2,2,1,0,0,-1
11,3,3,1,0,0.058823529,-1
11,4,4,1,1,0.117647059,-1
11,5,5,1,1,0.294117647,1
11,9,1,2,0,0.058823529,0
11,10,2,2,1,0,-1
11,11,3,2,1,0.058823529,1
11,12,4,2,1,0,1
11,13,5,2,1,0,1
11,17,1,3,0,0,0
11,18,2,3,0,0.058823529,-1
11,19,3,3,0,0.058823529,-1
11,20,4,3,1,0.294117647,-1
11,21,5,3,1,0,1
11,25,1,4,1,0.117647059,0
11,26,2,4,1,0.117647059,1
11,27,3,4,1,0.058823529,1
11,28,4,4,1,0.235294118,1
11,29,5,4,1,0,1
11,33,1,5,1,0.352941176,0
11,34,2,5,1,0,1
11,35,3,5,1,0.117647059,1
11,36,4,5,1,0,1
11,37,5,5,1,0.176470588,1
11,41,1,6,1,0.294117647,0
11,42,2,6,1,0.058823529,1
11,43,3,6,1,0.235294118,1
11,44,4,6,1,0.411764706,1
11,45,5,6,1,0.235294118,1
11,49,1,7,1,0.294117647,0
11,50,2,7,1,0,1
11,51,3,7,1,0.117647059,1
11,52,4,7,1,0.588235294,1
11,53,5,7,1,0.176470588,1
11,57,1,8,1,0.117647059,0
11,58,2,8,1,0.058823529,1
11,59,3,8,1,0,1
11,60,4,8,0,0.117647059,1
11,61,5,8,1,0.411764706,-1
11,65,1,9,0,0,0
11,66,2,9,1,0.529411765,-1
11,67,3,9,0,0.176470588,1
11,68,4,9,0,0,-1
11,69,5,9,1,0.058823529,-1
11,73,1,10,0,0,0
11,74,2,10,0,0.176470588,-1
11,75,3,10,0,0,-1
11,76,4,10,0,0,-1
11,77,5,10,0,0.176470588,-1
11,81,1,11,0,0,0
11,82,2,11,0,0.352941176,-1
11,83,3,11,1,0,-1
11,84,4,11,1,0.588235294,1
11,85,5,11,1,0.411764706,1
11,89,1,12,0,0.117647059,0
11,90,2,12,0,0,-1
11,91,3,12,0,0.294117647,-1
11,92,4,12,0,0.058823529,-1
11,93,5,12,0,0,-1
12,1,1,1,0,0,0
12,2,2,1,0,0,-1
12,3,3,1,1,0.058823529,-1
12,4,4,1,0,0.117647059,1
12,5,5,1,0,0.294117647,-1
12,9,1,2,0,0.058823529,0
12,10,2,2,0,0,-1
12,11,3,2,1,0.058823529,-1
12,12,4,2,1,0,1
12,13,5,2,1,0,1
12,17,1,3,0,0,0
12,18,2,3,0,0.058823529,-1
12,19,3,3,0,0.058823529,-1
12,20,4,3,0,0.294117647,-1
12,21,5,3,0,0,-1
12,25,1,4,1,0.117647059,0
12,26,2,4,0,0.117647059,1
12,27,3,4,1,0.058823529,-1
12,28,4,4,1,0.235294118,1
12,29,5,4,1,0,1
12,33,1,5,0,0.352941176,0
12,34,2,5,0,0,-1
12,35,3,5,0,0.117647059,-1
12,36,4,5,0,0,-1
12,37,5,5,0,0.176470588,-1
12,41,1,6,0,0.294117647,0
12,42,2,6,1,0.058823529,-1
12,43,3,6,1,0.235294118,1
12,44,4,6,1,0.411764706,1
12,45,5,6,1,0.235294118,1
12,49,1,7,1,0.294117647,0
12,50,2,7,1,0,1
12,51,3,7,1,0.117647059,1
12,52,4,7,1,0.588235294,1
12,53,5,7,1,0.176470588,1
12,57,1,8,1,0.117647059,0
12,58,2,8,1,0.058823529,1
12,59,3,8,1,0,1
12,60,4,8,1,0.117647059,1
12,61,5,8,1,0.411764706,1
12,65,1,9,0,0,0
12,66,2,9,0,0.529411765,-1
12,67,3,9,0,0.176470588,-1
12,68,4,9,0,0,-1
12,69,5,9,0,0.058823529,-1
12,73,1,10,0,0,0
12,74,2,10,0,0.176470588,-1
12,75,3,10,0,0,-1
12,76,4,10,0,0,-1
12,77,5,10,0,0.176470588,-1
12,81,1,11,0,0,0
12,82,2,11,0,0.352941176,-1
12,83,3,11,0,0,-1
12,84,4,11,0,0.588235294,-1
12,85,5,11,0,0.411764706,-1
12,89,1,12,0,0.117647059,0
12,90,2,12,0,0,-1
12,91,3,12,0,0.294117647,-1
12,92,4,12,0,0.058823529,-1
12,93,5,12,0,0,-1
13,1,1,1,0,0,0
13,2,2,1,0,0,-1
13,3,3,1,0,0.058823529,-1
13,4,4,1,0,0.117647059,-1
13,5,5,1,0,0.294117647,-1
13,9,1,2,0,0.058823529,0
13,10,2,2,1,0,-1
13,11,3,2,1,0.058823529,1
13,12,4,2,1,0,1
13,13,5,2,1,0,1
13,17,1,3,0,0,0
13,18,2,3,0,0.058823529,-1
13,19,3,3,0,0.058823529,-1
13,20,4,3,0,0.294117647,-1
13,21,5,3,1,0,-1
13,25,1,4,1,0.117647059,0
13,26,2,4,1,0.117647059,1
13,27,3,4,1,0.058823529,1
13,28,4,4,1,0.235294118,1
13,29,5,4,1,0,1
13,33,1,5,0,0.352941176,0
13,34,2,5,0,0,-1
13,35,3,5,0,0.117647059,-1
13,36,4,5,1,0,-1
13,37,5,5,1,0.176470588,1
13,41,1,6,0,0.294117647,0
13,42,2,6,0,0.058823529,-1
13,43,3,6,0,0.235294118,-1
13,44,4,6,1,0.411764706,-1
13,45,5,6,1,0.235294118,1
13,49,1,7,1,0.294117647,0
13,50,2,7,1,0,1
13,51,3,7,1,0.117647059,1
13,52,4,7,1,0.588235294,1
13,53,5,7,1,0.176470588,1
13,57,1,8,0,0.117647059,0
13,58,2,8,1,0.058823529,-1
13,59,3,8,1,0,1
13,60,4,8,1,0.117647059,1
13,61,5,8,1,0.411764706,1
13,65,1,9,1,0,0
13,66,2,9,1,0.529411765,1
13,67,3,9,1,0.176470588,1
13,68,4,9,1,0,1
13,69,5,9,1,0.058823529,1
13,73,1,10,0,0,0
13,74,2,10,0,0.176470588,-1
13,75,3,10,0,0,-1
13,76,4,10,0,0,-1
13,77,5,10,0,0.176470588,-1
13,81,1,11,0,0,0
13,82,2,11,1,0.352941176,-1
13,83,3,11,1,0,1
13,84,4,11,1,0.588235294,1
13,85,5,11,1,0.411764706,1
13,89,1,12,0,0.117647059,0
13,90,2,12,0,0,-1
13,91,3,12,1,0.294117647,-1
13,92,4,12,1,0.058823529,1
13,93,5,12,1,0,1
14,1,1,1,0,0,0
14,2,2,1,0,0,-1
14,3,3,1,0,0.058823529,-1
14,4,4,1,0,0.117647059,-1
14,5,5,1,0,0.294117647,-1
14,9,1,2,0,0.058823529,0
14,10,2,2,0,0,-1
14,11,3,2,0,0.058823529,-1
14,12,4,2,0,0,-1
14,13,5,2,0,0,-1
14,17,1,3,0,0,0
14,18,2,3,0,0.058823529,-1
14,19,3,3,0,0.058823529,-1
14,20,4,3,1,0.294117647,-1
14,21,5,3,0,0,1
14,25,1,4,0,0.117647059,0
14,26,2,4,0,0.117647059,-1
14,27,3,4,0,0.058823529,-1
14,28,4,4,0,0.235294118,-1
14,29,5,4,0,0,-1
14,33,1,5,1,0.352941176,0
14,34,2,5,0,0,1
14,35,3,5,0,0.117647059,-1
14,36,4,5,0,0,-1
14,37,5,5,0,0.176470588,-1
14,41,1,6,0,0.294117647,0
