subID,itemID,trialID,"HL (1= low, 2=high)",acc
18,21,48,1,0
18,57,49,1,0
18,30,50,2,1
18,4,51,1,0
18,53,52,1,0
18,46,53,2,0
18,93,54,1,0
18,87,55,2,1
18,74,56,1,0
18,70,57,2,1
18,20,58,1,0
18,40,59,2,1
18,56,60,2,1
18,1,61,1,0
18,31,62,2,1
18,62,63,2,1
18,15,64,2,1
18,91,65,1,1
18,88,66,2,1
18,43,67,1,0
18,37,68,1,0
18,23,69,2,1
18,75,70,1,0
18,69,71,1,0
18,16,72,2,1
18,51,73,1,0
18,28,74,1,1
18,60,75,1,1
18,90,76,1,0
18,6,77,2,1
18,45,78,1,0
18,71,79,2,1
18,86,80,2,1
18,78,81,2,1
18,39,82,2,1
18,19,83,1,0
18,9,84,1,0
18,7,85,2,1
18,29,86,1,0
18,63,87,2,1
18,50,88,1,0
18,89,89,1,0
18,41,90,1,1
18,82,91,1,0
18,73,92,1,0
18,65,93,1,0
18,11,94,1,1
18,24,95,2,1
18,35,96,1,0
19,25,1,1,0
19,5,2,1,0
19,64,3,2,1
19,96,4,2,1
19,52,5,1,1
19,42,6,1,0
19,83,7,1,0
19,66,8,1,0
19,79,9,2,1
19,22,10,2,1
19,36,11,1,0
19,14,12,2,1
19,2,13,1,0
19,59,14,1,0
19,54,15,2,1
19,26,16,1,0
19,44,17,1,0
19,94,18,2,1
19,85,19,1,0
19,72,20,2,1
19,13,21,1,0
19,17,22,1,0
19,34,23,1,0
19,76,24,1,0
19,3,25,1,0
19,81,26,1,0
19,55,27,2,0
19,58,28,1,0
19,95,29,2,1
19,32,30,2,1
19,47,31,2,1
19,18,32,1,0
19,77,33,1,0
19,67,34,1,1
19,38,35,2,1
19,10,36,1,0
19,8,37,2,1
19,27,38,1,0
19,68,39,1,0
19,92,40,1,0
19,49,41,1,0
19,48,42,2,1
19,61,43,1,0
19,84,44,1,1
19,12,45,1,0
19,80,46,2,1
19,33,47,1,1
19,21,48,1,0
19,57,49,1,0
19,30,50,2,1
19,4,51,1,0
19,53,52,1,0
19,46,53,2,1
19,93,54,1,0
19,87,55,2,1
19,74,56,1,0
19,70,57,2,1
19,20,58,1,0
19,40,59,2,1
19,56,60,2,1
19,1,61,1,0
19,31,62,2,1
19,62,63,2,1
19,15,64,2,1
19,91,65,1,0
19,88,66,2,1
19,43,67,1,1
19,37,68,1,0
19,23,69,2,1
19,75,70,1,0
19,69,71,1,0
19,16,72,2,1
19,51,73,1,0
19,28,74,1,0
19,60,75,1,0
19,90,76,1,0
19,6,77,2,1
19,45,78,1,1
19,71,79,2,1
19,86,80,2,1
19,78,81,2,1
19,39,82,2,0
19,19,83,1,0
19,9,84,1,0
19,7,85,2,1
19,29,86,1,0
19,63,87,2,1
19,50,88,1,0
19,89,89,1,0
19,41,90,1,0
19,82,91,1,1
19,73,92,1,0
19,65,93,1,0
19,11,94,1,0
19,24,95,2,1
19,35,96,1,0
20,25,1,1,0
20,5,2,1,0
20,64,3,2,1
20,96,4,2,1
20,52,5,1,1
20,42,6,1,0
20,83,7,1,0
20,66,8,1,1
20,79,9,2,1
20,22,10,2,1
20,36,11,1,0
20,14,12,2,1
20,2,13,1,0
20,59,14,1,0
20,54,15,2,1
20,26,16,1,0
20,44,17,1,0
20,94,18,2,1
20,85,19,1,1
20,72,20,2,1
20,13,21,1,0
20,17,22,1,0
20,34,23,1,0
20,76,24,1,0
20,3,25,1,0
20,81,26,1,0
20,55,27,2,0
20,58,28,1,1
20,95,29,2,1
20,32,30,2,1
20,47,31,2,1
20,18,32,1,0
20,77,33,1,0
20,67,34,1,0
20,38,35,2,1
20,10,36,1,0
20,8,37,2,1
20,27,38,1,0
20,68,39,1,0
20,92,40,1,0
20,49,41,1,0
20,48,42,2,1
20,61,43,1,1
20,84,44,1,0
20,12,45,1,0
20,80,46,2,1
20,33,47,1,0
20,21,48,1,0
20,57,49,1,1
20,30,50,2,1
20,4,51,1,0
20,53,52,1,1
20,46,53,2,1
20,93,54,1,0
20,87,55,2,1
20,74,56,1,1
20,70,57,2,1
20,20,58,1,0
20,40,59,2,1
20,56,60,2,1
20,1,61,1,0
20,31,62,2,1
20,62,63,2,0
20,15,64,2,1
20,91,65,1,1
20,88,66,2,1
20,43,67,1,0
20,37,68,1,0
20,23,69,2,1
20,75,70,1,0
20,69,71,1,1
20,16,72,2,1
20,51,73,1,0
20,28,74,1,0
20,60,75,1,1
20,90,76,1,0
20,6,77,2,1
20,45,78,1,0
20,71,79,2,1
20,86,80,2,1
20,78,81,2,1
20,39,82,2,1
20,19,83,1,0
20,9,84,1,0
20,7,85,2,1
20,29,86,1,0
20,63,87,2,1
20,50,88,1,0
20,89,89,1,0
20,41,90,1,1
20,82,91,1,0
20,73,92,1,0
20,65,93,1,0
20,11,94,1,0
20,24,95,2,1
20,35,96,1,0
