subID,itemID,trialID,"HL (1= low, 2=high)",acc
5,91,65,1,0
5,88,66,2,1
5,43,67,1,0
5,37,68,1,0
5,23,69,2,1
5,75,70,1,0
5,69,71,1,0
5,16,72,2,1
5,51,73,1,0
5,28,74,1,0
5,60,75,1,0
5,90,76,1,0
5,6,77,2,1
5,45,78,1,0
5,71,79,2,1
5,86,80,2,1
5,78,81,2,1
5,39,82,2,1
5,19,83,1,0
5,9,84,1,0
5,7,85,2,1
5,29,86,1,0
5,63,87,2,1
5,50,88,1,0
5,89,89,1,0
5,41,90,1,0
5,82,91,1,0
5,73,92,1,0
5,65,93,1,0
5,11,94,1,0
5,24,95,2,1
5,35,96,1,0
6,25,1,1,0
6,5,2,1,0
6,64,3,2,1
6,96,4,2,1
6,52,5,1,1
6,42,6,1,0
6,83,7,1,0
6,66,8,1,1
6,79,9,2,1
6,22,10,2,1
6,36,11,1,0
6,14,12,2,1
6,2,13,1,0
6,59,14,1,0
6,54,15,2,1
6,26,16,1,0
6,44,17,1,0
6,94,18,2,1
6,85,19,1,0
6,72,20,2,1
6,13,21,1,0
6,17,22,1,0
6,34,23,1,0
6,76,24,1,0
6,3,25,1,0
6,81,26,1,0
6,55,27,2,1
6,58,28,1,0
6,95,29,2,1
6,32,30,2,1
6,47,31,2,1
6,18,32,1,0
6,77,33,1,1
6,67,34,1,1
6,38,35,2,1
6,10,36,1,0
6,8,37,2,1
6,27,38,1,0
6,68,39,1,0
6,92,40,1,1
6,49,41,1,1
6,48,42,2,1
6,61,43,1,1
6,84,44,1,1
6,12,45,1,0
6,80,46,2,1
6,33,47,1,0
6,21,48,1,0
6,57,49,1,0
6,30,50,2,1
6,4,51,1,0
6,53,52,1,0
6,46,53,2,1
6,93,54,1,0
6,87,55,2,1
6,74,56,1,1
6,70,57,2,1
6,20,58,1,1
6,40,59,2,1
6,56,60,2,1
6,1,61,1,0
6,31,62,2,1
6,62,63,2,1
6,15,64,2,1
6,91,65,1,0
6,88,66,2,1
6,43,67,1,0
6,37,68,1,0
6,23,69,2,1
6,75,70,1,0
6,69,71,1,0
6,16,72,2,1
6,51,73,1,0
6,28,74,1,0
6,60,75,1,0
6,90,76,1,0
6,6,77,2,1
6,45,78,1,0
6,71,79,2,1
6,86,80,2,1
6,78,81,2,1
6,39,82,2,1
6,19,83,1,0
6,9,84,1,0
6,7,85,2,1
6,29,86,1,0
6,63,87,2,1
6,50,88,1,0
6,89,89,1,0
6,41,90,1,0
6,82,91,1,1
6,73,92,1,0
6,65,93,1,0
6,11,94,1,0
6,24,95,2,1
6,35,96,1,0
7,25,1,1,0
7,5,2,1,0
7,64,3,2,1
7,96,4,2,1
7,52,5,1,1
7,42,6,1,0
7,83,7,1,0
7,66,8,1,0
7,79,9,2,1
7,22,10,2,0
7,36,11,1,0
7,14,12,2,1
7,2,13,1,0
7,59,14,1,0
7,54,15,2,1
7,26,16,1,0
7,44,17,1,0
7,94,18,2,0
7,85,19,1,0
7,72,20,2,1
7,13,21,1,0
7,17,22,1,0
7,34,23,1,0
7,76,24,1,0
7,3,25,1,0
7,81,26,1,0
7,55,27,2,1
7,58,28,1,0
7,95,29,2,1
7,32,30,2,1
7,47,31,2,1
7,18,32,1,0
7,77,33,1,0
7,67,34,1,1
7,38,35,2,1
7,10,36,1,0
7,8,37,2,1
7,27,38,1,1
7,68,39,1,0
7,92,40,1,0
7,49,41,1,1
7,48,42,2,1
7,61,43,1,0
7,84,44,1,0
7,12,45,1,0
7,80,46,2,1
7,33,47,1,1
7,21,48,1,0
7,57,49,1,0
7,30,50,2,1
7,4,51,1,0
7,53,52,1,0
7,46,53,2,1
7,93,54,1,0
7,87,55,2,1
7,74,56,1,0
7,70,57,2,1
7,20,58,1,1
7,40,59,2,1
7,56,60,2,1
7,1,61,1,0
7,31,62,2,1
7,62,63,2,1
7,15,64,2,0
7,91,65,1,1
7,88,66,2,1
7,43,67,1,1
7,37,68,1,0
7,23,69,2,0
7,75,70,1,0
7,69,71,1,0
7,16,72,2,1
7,51,73,1,0
7,28,74,1,0
7,60,75,1,0
7,90,76,1,0
7,6,77,2,1
7,45,78,1,0
7,71,79,2,1
7,86,80,2,1
7,78,81,2,1
7,39,82,2,1
7,19,83,1,0
7,9,84,1,0
7,7,85,2,1
7,29,86,1,0
7,63,87,2,1
7,50,88,1,0
7,89,89,1,0
7,41,90,1,0
7,82,91,1,0
7,73,92,1,0
7,65,93,1,0
7,11,94,1,0
7,24,95,2,1
7,35,96,1,0
8,25,1,1,0
8,5,2,1,0
8,64,3,2,1
8,96,4,2,1
8,52,5,1,0
8,42,6,1,0
8,83,7,1,0
8,66,8,1,1
8,79,9,2,1
8,22,10,2,1
8,36,11,1,0
8,14,12,2,1
8,2,13,1,0
8,59,14,1,0
8,54,15,2,1
8,26,16,1,0
8,44,17,1,1
8,94,18,2,1
8,85,19,1,0
8,72,20,2,1
8,13,21,1,0
8,17,22,1,0
8,34,23,1,0
8,76,24,1,0
8,3,25,1,0
8,81,26,1,0
8,55,27,2,1
8,58,28,1,0
8,95,29,2,1
8,32,30,2,1
8,47,31,2,1
8,18,32,1,0
8,77,33,1,0
8,67,34,1,0
8,38,35,2,1
8,10,36,1,0
8,8,37,2,1
8,27,38,1,0
8,68,39,1,0
8,92,40,1,0
8,49,41,1,0
8,48,42,2,1
8,61,43,1,0
8,84,44,1,1
8,12,45,1,0
8,80,46,2,0
8,33,47,1,0
8,21,48,1,0
8,57,49,1,0
8,30,50,2,1
8,4,51,1,0
8,53,52,1,0
8,46,53,2,1
8,93,54,1,0
8,87,55,2,1
8,74,56,1,0
8,70,57,2,1
8,20,58,1,0
8,40,59,2,0
8,56,60,2,1
8,1,61,1,0
8,31,62,2,1
8,62,63,2,1
8,15,64,2,1
8,91,65,1,0
8,88,66,2,1
8,43,67,1,0
8,37,68,1,0
8,23,69,2,1
8,75,70,1,0
8,69,71,1,0
8,16,72,2,1
8,51,73,1,0
8,28,74,1,0
8,60,75,1,0
8,90,76,1,0
8,6,77,2,1
8,45,78,1,0
8,71,79,2,1
8,86,80,2,1
8,78,81,2,0
8,39,82,2,0
8,19,83,1,0
8,9,84,1,0
8,7,85,2,1
8,29,86,1,0
8,63,87,2,1
8,50,88,1,0
8,89,89,1,0
8,41,90,1,0
8,82,91,1,0
8,73,92,1,0
8,65,93,1,0
8,11,94,1,0
8,24,95,2,0
8,35,96,1,0
10,25,1,1,0
10,5,2,1,1
10,64,3,2,1
10,96,4,2,1
10,52,5,1,1
10,42,6,1,0
10,83,7,1,0
10,66,8,1,0
10,79,9,2,1
10,22,10,2,1
10,36,11,1,0
10,14,12,2,1
10,2,13,1,0
10,59,14,1,0
10,54,15,2,0
10,26,16,1,1
10,44,17,1,1
10,94,18,2,1
10,85,19,1,0
10,72,20,2,1
10,13,21,1,0
10,17,22,1,0
10,34,23,1,0
10,76,24,1,0
10,3,25,1,0
10,81,26,1,0
10,55,27,2,1
10,58,28,1,0
10,95,29,2,1
10,32,30,2,1
10,47,31,2,1
10,18,32,1,0
10,77,33,1,1
10,67,34,1,0
10,38,35,2,1
10,10,36,1,0
10,8,37,2,1
10,27,38,1,0
10,68,39,1,0
10,92,40,1,0
10,49,41,1,0
10,48,42,2,1
10,61,43,1,1
10,84,44,1,1
10,12,45,1,0
10,80,46,2,1
10,33,47,1,0
10,21,48,1,0
10,57,49,1,0
10,30,50,2,1
10,4,51,1,0
10,53,52,1,1
10,46,53,2,0
10,93,54,1,0
10,87,55,2,1
10,74,56,1,0
10,70,57,2,1
10,20,58,1,0
10,40,59,2,1
10,56,60,2,1
10,1,61,1,0
10,31,62,2,1
10,62,63,2,1
10,15,64,2,1
10,91,65,1,0
10,88,66,2,1
10,43,67,1,1
10,37,68,1,1
10,23,69,2,1
10,75,70,1,0
10,69,71,1,0
10,16,72,2,1
10,51,73,1,0
10,28,74,1,0
10,60,75,1,0
10,90,76,1,0
10,6,77,2,1
10,45,78,1,0
10,71,79,2,1
10,86,80,2,0
10,78,81,2,1
10,39,82,2,1
10,19,83,1,0
10,9,84,1,0
10,7,85,2,1
10,29,86,1,0
10,63,87,2,1
10,50,88,1,0
10,89,89,1,1
10,41,90,1,1
10,82,91,1,1
10,73,92,1,0
10,65,93,1,0
10,11,94,1,0
10,24,95,2,1
10,35,96,1,1
11,25,1,1,0
11,5,2,1,0
11,64,3,2,1
11,96,4,2,1
11,52,5,1,0
11,42,6,1,0
11,83,7,1,0
11,66,8,1,1
11,79,9,2,1
11,22,10,2,1
11,36,11,1,0
11,14,12,2,0
11,2,13,1,0
11,59,14,1,0
11,54,15,2,1
11,26,16,1,1
11,44,17,1,1
11,94,18,2,1
11,85,19,1,0
11,72,20,2,1
11,13,21,1,0
11,17,22,1,0
11,34,23,1,0
11,76,24,1,0
11,3,25,1,0
11,81,26,1,0
11,55,27,2,0
11,58,28,1,0
11,95,29,2,0
11,32,30,2,1
11,47,31,2,0
11,18,32,1,0
11,77,33,1,0
11,67,34,1,0
11,38,35,2,1
11,10,36,1,0
11,8,37,2,1
11,27,38,1,0
11,68,39,1,0
11,92,40,1,0
11,49,41,1,0
11,48,42,2,1
11,61,43,1,0
11,84,44,1,1
11,12,45,1,0
11,80,46,2,1
11,33,47,1,0
11,21,48,1,0
11,57,49,1,0
11,30,50,2,1
11,4,51,1,0
11,53,52,1,0
11,46,53,2,1
11,93,54,1,0
11,87,55,2,1
11,74,56,1,0
11,70,57,2,1
11,20,58,1,0
11,40,59,2,1
11,56,60,2,1
11,1,61,1,0
11,31,62,2,1
11,62,63,2,1
11,15,64,2,0
11,91,65,1,0
11,88,66,2,1
11,43,67,1,0
11,37,68,1,1
11,23,69,2,1
11,75,70,1,0
11,69,71,1,0
11,16,72,2,1
11,51,73,1,0
11,28,74,1,1
11,60,75,1,0
11,90,76,1,0
11,6,77,2,1
11,45,78,1,0
11,71,79,2,1
11,86,80,2,0
11,78,81,2,1
11,39,82,2,1
11,19,83,1,0
11,9,84,1,0
11,7,85,2,1
11,29,86,1,0
11,63,87,2,1
11,50,88,1,0
11,89,89,1,0
11,41,90,1,0
11,82,91,1,1
11,73,92,1,0
11,65,93,1,0
11,11,94,1,0
11,24,95,2,1
11,35,96,1,1
13,25,1,1,0
13,5,2,1,0
13,64,3,2,1
13,96,4,2,1
13,52,5,1,0
13,42,6,1,0
13,83,7,1,0
13,66,8,1,1
13,79,9,2,1
13,22,10,2,1
13,36,11,1,0
13,14,12,2,1
13,2,13,1,0
13,59,14,1,0
13,54,15,2,1
13,26,16,1,0
13,44,17,1,1
13,94,18,2,1
13,85,19,1,0
13,72,20,2,1
13,13,21,1,0
13,17,22,1,0
13,34,23,1,0
13,76,24,1,0
13,3,25,1,0
13,81,26,1,0
13,55,27,2,1
13,58,28,1,0
13,95,29,2,1
13,32,30,2,1
13,47,31,2,1
13,18,32,1,1
13,77,33,1,1
13,67,34,1,0
13,38,35,2,1
13,10,36,1,0
13,8,37,2,1
13,27,38,1,0
13,68,39,1,0
13,92,40,1,0
13,49,41,1,0
13,48,42,2,1
13,61,43,1,0
13,84,44,1,1
13,12,45,1,0
13,80,46,2,1
13,33,47,1,0
13,21,48,1,0
13,57,49,1,0
13,30,50,2,1
13,4,51,1,0
13,53,52,1,0
13,46,53,2,1
13,93,54,1,0
13,87,55,2,1
13,74,56,1,0
13,70,57,2,1
13,20,58,1,0
13,40,59,2,1
13,56,60,2,1
13,1,61,1,0
13,31,62,2,1
13,62,63,2,1
13,15,64,2,1
13,91,65,1,0
13,88,66,2,1
13,43,67,1,0
13,37,68,1,0
13,23,69,2,1
13,75,70,1,0
13,69,71,1,0
13,16,72,2,1
13,51,73,1,0
13,28,74,1,0
13,60,75,1,0
13,90,76,1,0
13,6,77,2,1
13,45,78,1,0
13,71,79,2,1
13,86,80,2,1
13,78,81,2,1
13,39,82,2,1
13,19,83,1,0
13,9,84,1,0
13,7,85,2,1
13,29,86,1,0
13,63,87,2,1
13,50,88,1,0
13,89,89,1,1
13,41,90,1,0
13,82,91,1,1
13,73,92,1,0
13,65,93,1,0
13,11,94,1,0
13,24,95,2,1
13,35,96,1,0
15,25,1,1,0
15,5,2,1,1
15,64,3,2,1
15,96,4,2,1
15,52,5,1,1
15,42,6,1,0
15,83,7,1,0
15,66,8,1,0
15,79,9,2,0
15,22,10,2,0
15,36,11,1,0
15,14,12,2,1
15,2,13,1,0
15,59,14,1,0
15,54,15,2,1
15,26,16,1,0
15,44,17,1,0
15,94,18,2,1
15,85,19,1,1
15,72,20,2,1
15,13,21,1,0
15,17,22,1,0
15,34,23,1,0
15,76,24,1,0
15,3,25,1,0
15,81,26,1,0
15,55,27,2,1
15,58,28,1,0
15,95,29,2,1
15,32,30,2,1
15,47,31,2,1
15,18,32,1,0
15,77,33,1,0
15,67,34,1,0
15,38,35,2,1
15,10,36,1,0
15,8,37,2,1
15,27,38,1,0
15,68,39,1,0
15,92,40,1,0
15,49,41,1,1
15,48,42,2,1
15,61,43,1,0
15,84,44,1,0
15,12,45,1,0
15,80,46,2,1
15,33,47,1,1
15,21,48,1,0
15,57,49,1,1
15,30,50,2,1
15,4,51,1,0
15,53,52,1,0
15,46,53,2,0
15,93,54,1,0
15,87,55,2,1
15,74,56,1,0
15,70,57,2,1
15,20,58,1,0
15,40,59,2,1
15,56,60,2,1
15,1,61,1,0
15,31,62,2,1
15,62,63,2,0
15,15,64,2,1
15,91,65,1,1
15,88,66,2,1
15,43,67,1,1
15,37,68,1,0
15,23,69,2,0
15,75,70,1,0
15,69,71,1,0
15,16,72,2,1
15,51,73,1,1
15,28,74,1,1
15,60,75,1,0
15,90,76,1,0
15,6,77,2,1
15,45,78,1,1
15,71,79,2,1
15,86,80,2,1
15,78,81,2,1
15,39,82,2,1
15,19,83,1,0
15,9,84,1,0
15,7,85,2,1
15,29,86,1,0
15,63,87,2,1
15,50,88,1,0
15,89,89,1,0
15,41,90,1,0
15,82,91,1,0
15,73,92,1,0
15,65,93,1,0
15,11,94,1,0
15,24,95,2,1
15,35,96,1,0
16,25,1,1,0
16,5,2,1,0
16,64,3,2,1
16,96,4,2,1
16,52,5,1,1
16,42,6,1,0
16,83,7,1,0
16,66,8,1,0
16,79,9,2,1
16,22,10,2,1
16,36,11,1,0
16,14,12,2,1
16,2,13,1,0
16,59,14,1,0
16,54,15,2,1
16,26,16,1,0
16,44,17,1,1
16,94,18,2,1
16,85,19,1,1
16,72,20,2,1
16,13,21,1,0
16,17,22,1,0
16,34,23,1,0
16,76,24,1,0
16,3,25,1,0
16,81,26,1,0
16,55,27,2,1
16,58,28,1,0
16,95,29,2,1
16,32,30,2,1
16,47,31,2,1
16,18,32,1,0
16,77,33,1,0
16,67,34,1,0
16,38,35,2,1
16,10,36,1,0
16,8,37,2,1
16,27,38,1,0
16,68,39,1,0
16,92,40,1,0
16,49,41,1,1
16,48,42,2,1
16,61,43,1,1
16,84,44,1,0
16,12,45,1,0
16,80,46,2,1
16,33,47,1,1
16,21,48,1,0
16,57,49,1,0
16,30,50,2,1
16,4,51,1,0
16,53,52,1,0
16,46,53,2,0
16,93,54,1,0
16,87,55,2,1
16,74,56,1,0
16,70,57,2,1
16,20,58,1,0
16,40,59,2,1
16,56,60,2,1
16,1,61,1,0
16,31,62,2,1
16,62,63,2,1
16,15,64,2,1
16,91,65,1,1
16,88,66,2,1
16,43,67,1,0
16,37,68,1,0
16,23,69,2,1
16,75,70,1,0
16,69,71,1,0
16,16,72,2,1
16,51,73,1,0
16,28,74,1,0
16,60,75,1,0
16,90,76,1,0
16,6,77,2,1
16,45,78,1,1
16,71,79,2,1
16,86,80,2,1
16,78,81,2,1
16,39,82,2,1
16,19,83,1,0
16,9,84,1,0
16,7,85,2,1
16,29,86,1,0
16,63,87,2,1
16,50,88,1,0
16,89,89,1,0
16,41,90,1,0
16,82,91,1,0
16,73,92,1,0
16,65,93,1,0
16,11,94,1,0
16,24,95,2,1
16,35,96,1,0
17,25,1,1,0
17,5,2,1,0
17,64,3,2,1
17,96,4,2,1
17,52,5,1,0
17,42,6,1,0
17,83,7,1,0
17,66,8,1,1
17,79,9,2,1
17,22,10,2,1
17,36,11,1,0
17,14,12,2,1
17,2,13,1,0
17,59,14,1,0
17,54,15,2,1
17,26,16,1,0
17,44,17,1,0
17,94,18,2,1
17,85,19,1,0
17,72,20,2,1
17,13,21,1,0
17,17,22,1,0
17,34,23,1,0
17,76,24,1,0
17,3,25,1,0
17,81,26,1,0
17,55,27,2,1
17,58,28,1,0
17,95,29,2,1
17,32,30,2,1
17,47,31,2,1
17,18,32,1,0
17,77,33,1,0
17,67,34,1,0
17,38,35,2,1
17,10,36,1,0
17,8,37,2,1
17,27,38,1,0
17,68,39,1,0
17,92,40,1,0
17,49,41,1,0
17,48,42,2,1
17,61,43,1,0
17,84,44,1,0
17,12,45,1,0
17,80,46,2,1
17,33,47,1,0
17,21,48,1,0
17,57,49,1,0
17,30,50,2,1
17,4,51,1,1
17,53,52,1,0
17,46,53,2,1
17,93,54,1,0
17,87,55,2,1
17,74,56,1,0
17,70,57,2,1
17,20,58,1,1
17,40,59,2,1
17,56,60,2,1
17,1,61,1,0
17,31,62,2,1
17,62,63,2,1
17,15,64,2,1
17,91,65,1,0
17,88,66,2,1
17,43,67,1,0
17,37,68,1,0
17,23,69,2,1
17,75,70,1,0
17,69,71,1,0
17,16,72,2,1
17,51,73,1,0
17,28,74,1,1
17,60,75,1,0
17,90,76,1,0
17,6,77,2,1
17,45,78,1,0
17,71,79,2,1
17,86,80,2,1
17,78,81,2,1
17,39,82,2,1
17,19,83,1,0
17,9,84,1,0
17,7,85,2,1
17,29,86,1,0
17,63,87,2,1
17,50,88,1,0
17,89,89,1,0
17,41,90,1,1
17,82,91,1,0
17,73,92,1,0
17,65,93,1,0
17,11,94,1,0
17,24,95,2,1
17,35,96,1,0
18,25,1,1,0
18,5,2,1,1
18,64,3,2,1
18,96,4,2,1
18,52,5,1,1
18,42,6,1,0
18,83,7,1,0
18,66,8,1,0
18,79,9,2,1
18,22,10,2,0
18,36,11,1,0
18,14,12,2,1
18,2,13,1,0
18,59,14,1,0
18,54,15,2,1
18,26,16,1,0
18,44,17,1,0
18,94,18,2,1
18,85,19,1,0
18,72,20,2,1
18,13,21,1,0
18,17,22,1,0
18,34,23,1,0
18,76,24,1,0
18,3,25,1,0
18,81,26,1,0
18,55,27,2,1
18,58,28,1,0
18,95,29,2,1
18,32,30,2,1
18,47,31,2,1
18,18,32,1,0
18,77,33,1,0
18,67,34,1,0
18,38,35,2,1
18,10,36,1,0
18,8,37,2,1
18,27,38,1,0
18,68,39,1,0
18,92,40,1,0
18,49,41,1,0
18,48,42,2,1
18,61,43,1,1
18,84,44,1,1
18,12,45,1,0
18,80,46,2,1
18,33,47,1,1
